xtime[s] xdist[m] speed[km/h] nmot[rpm] gear[n] accx[g] accy[g] accz[g] steer[deg] yaw[deg/s]     dam_fl[mm] dam_fr[mm] dam_rl[mm] dam_rr[mm]     Jounce_FL[mm] Jounce_FR[mm] Jounce_RL[mm] Jounce_RR[mm]     Ride_AxleFront[mm] Ride_AxleRear[mm]     SideSlipFL[deg] SideSlipFR[deg] SideSlipRL[deg] SideSlipRR[deg] SideSlipCG[deg]     slip_fl[pct] slip_fr[pct] slip_rl[pct] slip_rr[pct]     AeroBalance[pct] Cx[none]     pbrake_f[bar] pbrake_r[bar]     Load_FL_Ch1[kN] Load_FR_Ch1[kN] Load_RL_Ch1[kN] Load_RR_Ch1[kN]     vwheel_fl[km/h] vwheel_fr[km/h] vwheel_rl[km/h] vwheel_rr[km/h]     acc_fl[g] acc_fr[g] acc_rl[g] acc_rr[g]     Fz_fl[kN] Fz_fr[kN] Fz_rl[kN] Fz_rr[kN]     roll[deg]     aps[%] me_act[Nm] md_rl[Nm] md_rr[Nm]     damper_force_FC[kN] damper_force_RC[kN]     dam_3rd_front[mm] dam_3rd_rear[mm]     CamberFL[deg] CamberFR[deg] CamberRL[deg] CamberRR[deg]     ToeFL[deg] ToeFR[deg] ToeRL[deg] ToeRR[deg]     CLA[m2]     Fx_FL[kN] Fx_FR[kN] Fx_RL[kN] Fx_RR[kN]     Fy_FL[kN] Fy_FR[kN] Fy_RL[kN] Fy_RR[kN]     fl_LCA_front[N] fl_LCA_rear[N] fl_UCA_Front[N] fl_UCA_Rear[N] fl_TROD_Out[N] fl_PROD[N]     fr_LCA_front[N] fr_LCA_rear[N] fr_UCA_Front[N] fr_UCA_Rear[N] fr_TROD_Out[N] fr_PROD[N]     rl_LCA_front[N] rl_LCA_rear[N] rl_UCA_Front[N] rl_UCA_Rear[N] rl_TROD_Out[N] rl_PROD[N]     rr_LCA_front[N] rr_LCA_rear[N] rr_UCA_Front[N] rr_UCA_Rear[N] rr_TROD_Out[N] rr_PROD[N]
123.998 8395.562 287.231 7160.459 6.000 0.187 -0.477 -0.002 -2.672 3.651 -7.754 -11.845 -18.407 -22.355 22.807 17.694 23.241 18.307 45.672 53.678 -0.126 -0.812 -0.551 -0.229 -0.328 -0.018 -0.020 0.815 0.942 42.128 1.087 0.014 0.014 5.092 3.562 11.551 9.428 287.369 286.961 289.749 289.756 -0.001 0.000 0.004 0.005 6055.082 4974.162 8036.126 6952.460 -0.263 100.001 729.636 1145.365 1126.034 1.042 0.000 5.199 -7.089 -2.807 -3.175 -2.767 -3.156 -0.123 0.563 0.159 -0.164 3.863 -0.051 -0.044 3.193 3.143 0.701 1.828 2.710 0.176 -4281.972 -4791.788 185.587 513.124 1177.416 5092.414 -6224.959 -6566.941 822.370 1041.713 2023.607 3561.734 -8911.608 -15730.308 3808.979 7461.951 -421.960 11551.160 -8996.419 -18305.930 2951.008 9937.343 -781.094 9427.607
124.091 8402.956 287.827 7175.037 6.000 0.184 -0.521 -0.003 -2.909 4.009 -7.545 -12.013 -18.149 -22.463 23.068 17.484 23.564 18.171 45.619 53.556 -0.167 -0.854 -0.586 -0.265 -0.357 -0.018 -0.020 0.806 0.946 42.132 1.086 0.014 0.014 5.185 3.509 11.683 9.360 287.983 287.535 290.344 290.351 0.004 0.004 0.002 0.001 6120.251 4936.817 8101.475 6916.434 -0.287 100.000 728.024 1143.318 1123.118 1.060 0.000 5.230 -7.020 -2.790 -3.194 -2.751 -3.177 -0.103 0.583 0.158 -0.164 3.862 -0.051 -0.044 3.187 3.135 0.833 1.919 2.861 0.291 -4189.935 -4705.311 159.725 486.772 1128.695 5185.154 -6298.349 -6631.114 850.420 1061.060 2050.331 3508.838 -8926.104 -15619.666 3845.970 7345.766 -392.874 11683.280 -9014.274 -18428.934 2910.876 10047.944 -788.163 9359.613
124.137 8406.651 288.120 7182.208 6.000 0.183 -0.539 -0.003 -2.924 4.133 -7.441 -12.098 -18.024 -22.516 23.199 17.378 23.720 18.105 45.593 53.496 -0.181 -0.868 -0.604 -0.283 -0.373 -0.018 -0.020 0.803 0.947 42.134 1.086 0.014 0.014 5.226 3.488 11.741 9.333 288.284 287.821 290.636 290.644 0.007 0.005 0.001 -0.001 6149.124 4921.777 8130.688 6901.651 -0.299 99.996 727.181 1142.743 1121.102 1.068 0.000 5.244 -6.987 -2.782 -3.203 -2.744 -3.186 -0.102 0.584 0.158 -0.164 3.862 -0.050 -0.044 3.186 3.130 0.880 1.949 2.935 0.349 -4161.285 -4678.894 151.028 477.242 1112.180 5226.134 -6320.973 -6651.332 860.021 1068.129 2058.382 3487.840 -8927.789 -15556.735 3865.572 7282.841 -379.332 11741.173 -9028.583 -18497.379 2889.489 10107.953 -790.789 9333.283
124.182 8410.259 288.404 7189.150 6.000 0.181 -0.563 -0.003 -3.137 4.293 -7.344 -12.177 -17.902 -22.567 23.321 17.279 23.872 18.041 45.568 53.439 -0.209 -0.896 -0.620 -0.299 -0.386 -0.018 -0.020 0.800 0.949 42.136 1.086 0.014 0.014 5.270 3.462 11.806 9.298 288.575 288.095 290.919 290.928 0.000 0.001 0.005 0.006 6180.322 4903.783 8162.531 6883.603 -0.311 100.001 726.426 1142.101 1119.407 1.077 0.000 5.258 -6.955 -2.774 -3.210 -2.737 -3.196 -0.085 0.602 0.158 -0.164 3.861 -0.051 -0.043 3.184 3.125 0.969 2.011 3.006 0.402 -4089.638 -4609.565 133.567 458.981 1076.241 5270.218 -6377.202 -6701.175 879.189 1081.205 2078.696 3462.457 -8935.735 -15506.858 3883.946 7228.771 -365.682 11805.931 -9035.053 -18549.986 2870.062 10156.662 -793.426 9298.352
124.272 8417.466 288.961 7202.827 6.000 0.179 -0.609 -0.004 -3.361 4.648 -7.122 -12.364 -17.637 -22.697 23.598 17.045 24.204 17.879 45.520 53.326 -0.252 -0.940 -0.658 -0.337 -0.419 -0.017 -0.020 0.792 0.953 42.140 1.086 0.014 0.014 5.366 3.404 11.941 9.222 289.151 288.631 291.477 291.487 0.006 0.005 0.003 0.002 6247.662 4862.642 8230.021 6843.579 -0.337 100.000 724.824 1140.574 1116.003 1.093 0.000 5.284 -6.893 -2.756 -3.230 -2.720 -3.218 -0.067 0.621 0.157 -0.164 3.860 -0.051 -0.043 3.180 3.116 1.111 2.102 3.170 0.525 -3989.246 -4513.892 107.489 430.517 1021.523 5365.719 -6447.396 -6761.451 908.258 1100.484 2103.021 3404.003 -8945.154 -15376.444 3926.514 7094.689 -334.606 11940.920 -9051.672 -18674.734 2826.965 10270.275 -800.155 9221.636
124.317 8421.067 289.236 7209.550 6.000 0.178 -0.629 -0.004 -3.383 4.769 -7.013 -12.455 -17.510 -22.758 23.733 16.932 24.362 17.803 45.496 53.272 -0.267 -0.956 -0.676 -0.356 -0.435 -0.017 -0.020 0.789 0.954 42.142 1.086 0.014 0.014 5.407 3.381 12.000 9.192 289.432 288.898 291.752 291.762 0.008 0.006 0.002 0.000 6277.159 4846.173 8259.823 6827.302 -0.349 99.995 723.993 1140.234 1113.792 1.101 0.000 5.297 -6.862 -2.747 -3.239 -2.712 -3.228 -0.065 0.623 0.157 -0.164 3.860 -0.051 -0.043 3.179 3.110 1.164 2.134 3.249 0.583 -3955.388 -4481.985 98.393 419.851 1001.763 5407.444 -6470.213 -6781.479 918.630 1107.755 2110.669 3380.908 -8945.213 -15307.556 3948.025 7026.162 -320.469 11999.555 -9064.720 -18741.178 2804.857 10329.386 -802.481 9191.804
124.361 8424.602 289.503 7216.104 6.000 0.176 -0.655 -0.004 -3.646 4.940 -6.914 -12.538 -17.387 -22.816 23.858 16.827 24.516 17.730 45.474 53.219 -0.299 -0.988 -0.692 -0.373 -0.449 -0.017 -0.020 0.786 0.957 42.144 1.085 0.014 0.014 5.453 3.353 12.066 9.152 289.707 289.154 292.019 292.030 -0.000 0.001 0.007 0.009 6309.456 4826.354 8292.728 6807.366 -0.361 100.001 723.253 1139.606 1112.122 1.109 0.000 5.309 -6.833 -2.740 -3.247 -2.704 -3.239 -0.044 0.645 0.157 -0.164 3.860 -0.051 -0.042 3.177 3.105 1.267 2.202 3.323 0.636 -3869.418 -4397.645 78.938 398.541 958.141 5452.907 -6532.486 -6835.822 940.405 1121.879 2132.502 3352.779 -8953.396 -15255.417 3967.285 6969.320 -305.942 12066.391 -9068.189 -18788.244 2785.665 10374.366 -804.934 9152.189
124.449 8431.662 290.026 7229.016 6.000 0.174 -0.712 -0.005 -4.032 5.443 -6.662 -12.758 -17.094 -22.985 24.172 16.553 24.883 17.518 45.428 53.115 -0.356 -1.046 -0.736 -0.417 -0.485 -0.017 -0.020 0.777 0.965 42.147 1.085 0.014 0.014 5.565 3.275 12.223 9.047 290.255 289.647 292.546 292.557 0.005 0.005 0.005 0.005 6388.713 4771.937 8371.570 6754.425 -0.393 100.000 721.691 1137.235 1109.666 1.124 0.000 5.333 -6.777 -2.719 -3.269 -2.683 -3.264 -0.012 0.677 0.156 -0.164 3.859 -0.051 -0.041 3.170 3.099 1.458 2.317 3.519 0.778 -3724.862 -4257.137 45.199 359.883 879.247 5565.008 -6619.960 -6907.904 978.732 1145.205 2161.084 3274.616 -8962.837 -15092.604 4017.366 6804.024 -266.910 12223.068 -9075.213 -18914.846 2740.177 10492.297 -814.191 9047.168
124.492 8435.188 290.283 7235.360 6.000 0.172 -0.740 -0.005 -4.125 5.664 -6.526 -12.879 -16.941 -23.079 24.342 16.402 25.073 17.402 45.406 53.065 -0.380 -1.070 -0.761 -0.442 -0.506 -0.017 -0.020 0.774 0.969 42.149 1.085 0.014 0.014 5.620 3.237 12.298 8.997 290.524 289.890 292.805 292.816 0.008 0.007 0.004 0.003 6427.511 4745.569 8410.340 6728.390 -0.409 99.995 720.885 1136.488 1107.934 1.132 0.000 5.344 -6.750 -2.708 -3.282 -2.672 -3.277 -0.005 0.685 0.156 -0.164 3.858 -0.051 -0.041 3.168 3.094 1.540 2.363 3.627 0.855 -3666.632 -4200.800 31.685 343.214 845.697 5619.734 -6650.609 -6932.804 994.442 1154.914 2170.300 3236.953 -8960.435 -14991.843 4046.460 6705.961 -246.714 12298.282 -9084.098 -18991.295 2714.319 10561.561 -818.633 8996.755
124.535 8438.659 290.532 7241.568 6.000 0.171 -0.775 -0.006 -4.407 5.950 -6.385 -13.005 -16.781 -23.182 24.519 16.243 25.273 17.273 45.384 53.017 -0.418 -1.109 -0.787 -0.468 -0.527 -0.017 -0.020 0.769 0.974 42.152 1.085 0.014 0.014 5.682 3.190 12.386 8.932 290.787 290.122 293.058 293.070 0.004 0.005 0.007 0.007 6471.937 4713.133 8454.919 6695.996 -0.427 100.001 720.172 1135.638 1106.568 1.139 0.000 5.355 -6.725 -2.697 -3.294 -2.660 -3.291 0.018 0.708 0.156 -0.164 3.858 -0.051 -0.040 3.165 3.090 1.670 2.438 3.743 0.937 -3562.145 -4097.481 9.323 316.523 789.735 5682.180 -6710.922 -6982.529 1020.056 1170.154 2189.521 3190.266 -8962.273 -14889.841 4077.747 6603.880 -224.226 12385.958 -9085.274 -19059.139 2688.297 10625.901 -823.740 8931.570
124.621 8445.588 291.021 7253.681 6.000 0.169 -0.826 -0.007 -4.371 6.235 -6.099 -13.264 -16.474 -23.385 24.877 15.920 25.657 17.019 45.342 52.928 -0.455 -1.146 -0.837 -0.519 -0.573 -0.017 -0.020 0.765 0.979 42.156 1.085 0.014 0.014 5.787 3.118 12.529 8.834 291.292 290.592 293.552 293.566 0.019 0.014 0.002 -0.004 6546.641 4662.114 8529.734 6645.236 -0.460 100.000 718.687 1137.028 1100.647 1.154 0.000 5.376 -6.678 -2.671 -3.320 -2.638 -3.317 0.015 0.705 0.155 -0.164 3.857 -0.051 -0.041 3.169 3.074 1.801 2.500 3.966 1.093 -3477.899 -4016.609 -9.607 289.752 735.697 5787.286 -6740.428 -7005.283 1043.169 1184.618 2195.750 3117.668 -8945.638 -14670.795 4145.702 6391.820 -187.370 12528.841 -9108.966 -19214.779 2630.194 10768.653 -828.995 8833.865
124.664 8449.048 291.262 7259.562 6.000 0.168 -0.836 -0.007 -4.121 6.140 -5.996 -13.353 -16.366 -23.443 25.005 15.809 25.793 16.946 45.322 52.884 -0.453 -1.145 -0.853 -0.535 -0.591 -0.016 -0.021 0.765 0.977 42.158 1.085 0.014 0.014 5.813 3.109 12.564 8.824 291.530 290.837 293.791 293.807 0.024 0.016 0.000 -0.008 6564.863 4655.455 8548.808 6637.928 -0.469 99.995 717.931 1139.340 1096.059 1.160 0.000 5.386 -6.655 -2.663 -3.330 -2.632 -3.325 -0.006 0.684 0.155 -0.164 3.857 -0.050 -0.042 3.176 3.061 1.801 2.494 4.033 1.141 -3491.143 -4031.406 -7.479 289.566 737.722 5812.726 -6727.764 -6996.693 1041.813 1185.509 2190.588 3109.328 -8932.591 -14597.921 4171.025 6322.337 -179.867 12563.859 -9132.272 -19281.363 2605.152 10827.456 -826.915 8823.721
124.707 8452.489 291.500 7265.266 6.000 0.167 -0.828 -0.007 -3.673 5.765 -5.953 -13.383 -16.319 -23.439 25.059 15.771 25.851 16.951 45.303 52.842 -0.433 -1.124 -0.855 -0.537 -0.599 -0.016 -0.021 0.769 0.969 42.160 1.085 0.014 0.014 5.807 3.133 12.558 8.857 291.751 291.095 294.022 294.042 0.025 0.016 -0.000 -0.009 6560.738 4670.357 8546.444 6651.575 -0.470 100.001 717.278 1143.780 1089.675 1.167 0.000 5.396 -6.632 -2.659 -3.334 -2.633 -3.326 -0.044 0.647 0.155 -0.164 3.857 -0.049 -0.043 3.189 3.044 1.736 2.453 4.039 1.146 -3557.439 -4098.602 5.609 302.458 768.777 5806.574 -6692.583 -6972.697 1027.943 1180.352 2179.328 3132.769 -8919.198 -14585.902 4183.938 6309.663 -186.955 12557.889 -9164.964 -19323.498 2586.560 10863.044 -819.048 8857.448
124.792 8459.388 291.977 7276.515 6.000 0.166 -0.785 -0.007 -3.243 4.971 -6.057 -13.251 -16.380 -23.250 24.929 15.937 25.775 17.187 45.266 52.739 -0.391 -1.082 -0.817 -0.500 -0.576 -0.016 -0.021 0.775 0.949 42.160 1.084 0.014 0.014 5.746 3.228 12.489 8.994 292.189 291.618 294.478 294.504 0.012 0.008 0.005 0.002 6517.505 4734.492 8506.284 6715.711 -0.451 100.000 715.900 1148.042 1081.213 1.183 0.000 5.417 -6.571 -2.672 -3.321 -2.650 -3.313 -0.079 0.611 0.155 -0.164 3.856 -0.049 -0.043 3.201 3.020 1.596 2.381 3.880 1.031 -3675.118 -4214.792 29.518 330.955 831.906 5745.723 -6662.787 -6960.665 1001.045 1168.962 2174.839 3228.205 -8943.025 -14784.516 4147.891 6480.776 -220.088 12488.987 -9205.205 -19271.814 2594.817 10813.179 -797.502 8993.534
124.834 8462.841 292.214 7282.107 6.000 0.164 -0.759 -0.006 -3.222 4.710 -6.159 -13.134 -16.446 -23.110 24.802 16.082 25.693 17.363 45.248 52.680 -0.373 -1.063 -0.790 -0.473 -0.553 -0.016 -0.020 0.775 0.940 42.159 1.084 0.014 0.014 5.710 3.281 12.448 9.070 292.413 291.871 294.707 294.732 0.005 0.005 0.007 0.007 6491.723 4770.786 8481.253 6753.196 -0.436 99.995 715.185 1146.949 1080.082 1.191 0.000 5.428 -6.536 -2.683 -3.310 -2.662 -3.303 -0.081 0.609 0.155 -0.164 3.855 -0.049 -0.042 3.198 3.017 1.533 2.352 3.768 0.946 -3723.792 -4262.411 39.397 344.498 859.835 5709.974 -6658.898 -6962.396 989.338 1162.999 2176.997 3281.244 -8970.999 -14929.917 4111.929 6607.901 -235.971 12447.935 -9213.277 -19212.176 2614.350 10756.528 -787.981 9070.302
124.877 8466.288 292.451 7287.704 6.000 0.164 -0.728 -0.006 -3.066 4.520 -6.271 -13.007 -16.521 -22.955 24.661 16.241 25.599 17.556 45.230 52.618 -0.342 -1.032 -0.764 -0.447 -0.531 -0.016 -0.020 0.775 0.933 42.158 1.084 0.014 0.014 5.671 3.338 12.399 9.155 292.640 292.120 294.936 294.960 0.007 0.007 0.005 0.004 6463.321 4809.651 8453.197 6793.825 -0.421 100.001 714.552 1144.281 1080.791 1.199 0.000 5.439 -6.498 -2.694 -3.299 -2.675 -3.293 -0.093 0.596 0.155 -0.164 3.855 -0.049 -0.042 3.191 3.018 1.430 2.292 3.659 0.863 -3813.662 -4351.807 57.216 366.808 907.012 5670.952 -6623.446 -6935.466 968.506 1151.002 2167.737 3337.722 -8994.689 -15060.068 4073.049 6726.315 -249.106 12399.088 -9224.860 -19166.074 2638.040 10706.425 -780.869 9155.010
124.961 8473.171 292.920 7298.832 6.000 0.162 -0.676 -0.005 -2.915 4.226 -6.507 -12.744 -16.681 -22.641 24.366 16.570 25.398 17.949 45.195 52.499 -0.294 -0.983 -0.717 -0.400 -0.488 -0.016 -0.020 0.774 0.921 42.155 1.084 0.014 0.014 5.599 3.443 12.311 9.309 293.094 292.609 295.392 295.413 -0.001 0.001 0.007 0.010 6411.253 4882.310 8402.425 6868.078 -0.389 100.000 713.209 1138.241 1082.665 1.213 0.000 5.459 -6.424 -2.717 -3.276 -2.701 -3.273 -0.105 0.584 0.155 -0.163 3.854 -0.049 -0.042 3.174 3.023 1.273 2.202 3.465 0.711 -3945.097 -4481.977 84.038 400.830 978.290 5599.485 -6581.719 -6906.605 936.539 1132.831 2158.629 3442.935 -9039.106 -15292.674 4000.126 6939.779 -270.446 12310.652 -9243.972 -19080.102 2682.953 10611.867 -767.951 9309.268
125.004 8476.614 293.153 7304.394 6.000 0.161 -0.657 -0.004 -2.926 4.161 -6.610 -12.630 -16.745 -22.503 24.238 16.713 25.318 18.121 45.177 52.442 -0.278 -0.968 -0.698 -0.381 -0.471 -0.016 -0.019 0.773 0.917 42.154 1.084 0.014 0.014 5.576 3.482 12.283 9.367 293.323 292.847 295.620 295.640 -0.004 -0.000 0.008 0.012 6394.075 4909.807 8385.438 6896.379 -0.377 99.995 712.510 1134.930 1083.802 1.221 0.000 5.468 -6.389 -2.727 -3.266 -2.711 -3.265 -0.104 0.585 0.155 -0.163 3.853 -0.049 -0.042 3.165 3.027 1.224 2.175 3.389 0.650 -3986.149 -4522.809 92.322 411.947 1000.943 5576.360 -6572.979 -6901.413 926.361 1126.834 2157.721 3482.434 -9062.100 -15389.734 3969.299 7027.523 -276.720 12282.927 -9248.464 -19041.600 2701.970 10570.613 -762.999 9367.377
125.046 8480.088 293.388 7309.996 6.000 0.160 -0.633 -0.004 -2.721 4.048 -6.696 -12.530 -16.799 -22.377 24.130 16.837 25.251 18.278 45.160 52.386 -0.250 -0.940 -0.683 -0.365 -0.457 -0.016 -0.019 0.772 0.913 42.153 1.083 0.014 0.014 5.553 3.523 12.252 9.429 293.552 293.089 295.850 295.868 0.005 0.005 0.004 0.004 6376.408 4937.749 8367.767 6925.572 -0.365 100.001 711.893 1132.555 1084.278 1.228 0.000 5.478 -6.355 -2.735 -3.259 -2.721 -3.257 -0.121 0.568 0.155 -0.163 3.852 -0.048 -0.042 3.158 3.028 1.135 2.115 3.325 0.598 -4069.932 -4606.416 109.113 431.395 1042.659 5552.622 -6528.356 -6864.497 906.779 1114.967 2143.437 3522.702 -9076.040 -15464.353 3944.306 7097.175 -283.151 12251.712 -9260.882 -19022.414 2716.704 10544.517 -758.027 9429.196
125.131 8487.022 293.852 7321.086 6.000 0.158 -0.594 -0.004 -2.530 3.769 -6.871 -12.330 -16.909 -22.126 23.911 17.088 25.113 18.593 45.125 52.276 -0.212 -0.901 -0.649 -0.332 -0.428 -0.016 -0.019 0.772 0.903 42.151 1.083 0.014 0.014 5.503 3.605 12.191 9.551 294.002 293.571 296.303 296.320 0.000 0.001 0.005 0.007 6340.013 4994.721 8332.816 6983.607 -0.341 100.000 710.613 1128.843 1084.039 1.242 0.000 5.497 -6.288 -2.752 -3.242 -2.741 -3.242 -0.137 0.552 0.156 -0.163 3.851 -0.048 -0.042 3.148 3.027 1.013 2.038 3.190 0.487 -4175.375 -4710.571 131.303 457.659 1097.903 5502.916 -6487.842 -6835.180 880.465 1099.874 2132.441 3605.177 -9107.028 -15627.927 3894.927 7246.333 -298.410 12191.255 -9282.457 -18968.381 2745.195 10481.759 -745.494 9550.760
125.174 8490.475 294.081 7326.578 6.000 0.157 -0.579 -0.004 -2.533 3.682 -6.948 -12.240 -16.952 -22.014 23.815 17.199 25.060 18.733 45.108 52.221 -0.201 -0.890 -0.634 -0.317 -0.415 -0.016 -0.019 0.772 0.899 42.150 1.083 0.014 0.014 5.486 3.638 12.172 9.599 294.226 293.805 296.528 296.544 -0.002 0.000 0.006 0.009 6327.399 5017.515 8320.667 7007.269 -0.331 99.995 710.027 1126.880 1084.182 1.249 0.000 5.506 -6.255 -2.759 -3.235 -2.749 -3.236 -0.137 0.552 0.156 -0.162 3.851 -0.048 -0.042 3.142 3.027 0.976 2.016 3.131 0.436 -4206.089 -4740.968 137.750 465.946 1114.514 5485.976 -6481.591 -6831.993 872.565 1095.243 2131.768 3638.011 -9126.128 -15708.247 3872.234 7317.107 -304.153 12172.370 -9287.771 -18936.846 2758.845 10448.514 -739.985 9599.443
125.216 8493.984 294.313 7332.148 6.000 0.156 -0.557 -0.003 -2.309 3.539 -7.019 -12.157 -16.993 -21.903 23.727 17.303 25.009 18.871 45.091 52.166 -0.174 -0.863 -0.620 -0.303 -0.403 -0.016 -0.019 0.772 0.894 42.149 1.083 0.014 0.014 5.464 3.676 12.144 9.659 294.451 294.046 296.756 296.772 0.006 0.005 0.002 0.001 6310.999 5043.954 8304.666 7035.091 -0.321 100.001 709.581 1125.648 1084.045 1.257 0.000 5.516 -6.222 -2.766 -3.228 -2.758 -3.230 -0.155 0.534 0.156 -0.162 3.850 -0.047 -0.043 3.139 3.027 0.891 1.956 3.073 0.388 -4285.885 -4819.974 154.272 484.178 1153.481 5463.750 -6435.276 -6793.267 853.506 1083.404 2116.139 3676.234 -9137.010 -15775.267 3852.103 7378.682 -311.251 12143.932 -9301.296 -18920.256 2771.113 10425.462 -734.239 9658.604
125.303 8501.054 294.777 7343.293 6.000 0.155 -0.517 -0.003 -2.111 3.211 -7.189 -11.962 -17.099 -21.656 23.514 17.547 24.876 19.180 45.058 52.055 -0.136 -0.825 -0.586 -0.269 -0.374 -0.016 -0.019 0.773 0.884 42.147 1.083 0.014 0.014 5.411 3.761 12.081 9.784 294.899 294.531 297.212 297.227 0.000 0.001 0.004 0.005 6272.657 5102.279 8268.584 7094.864 -0.298 100.000 708.758 1123.556 1083.604 1.271 0.000 5.534 -6.156 -2.783 -3.212 -2.778 -3.215 -0.171 0.517 0.156 -0.162 3.849 -0.047 -0.043 3.133 3.025 0.771 1.875 2.936 0.271 -4387.988 -4919.792 176.926 509.828 1206.344 5410.941 -6391.652 -6760.872 826.900 1067.582 2103.041 3760.729 -9165.246 -15941.150 3806.197 7528.292 -329.253 12080.926 -9322.728 -18859.674 2800.885 10356.758 -720.107 9783.547
125.346 8504.602 295.009 7348.864 6.000 0.154 -0.501 -0.003 -2.119 3.114 -7.270 -11.869 -17.145 -21.539 23.413 17.663 24.819 19.326 45.041 51.999 -0.124 -0.813 -0.569 -0.252 -0.360 -0.016 -0.018 0.773 0.880 42.145 1.083 0.014 0.014 5.392 3.795 12.060 9.835 295.125 294.768 297.440 297.454 -0.003 -0.001 0.005 0.008 6258.508 5126.402 8255.205 7120.115 -0.287 99.995 708.384 1122.012 1083.986 1.278 0.000 5.543 -6.122 -2.791 -3.204 -2.787 -3.209 -0.170 0.518 0.156 -0.162 3.849 -0.047 -0.042 3.129 3.026 0.734 1.850 2.872 0.215 -4418.536 -4949.752 183.779 518.305 1222.729 5391.773 -6383.948 -6756.261 818.586 1062.429 2101.527 3795.436 -9184.292 -16026.336 3783.374 7602.968 -336.239 12059.692 -9327.167 -18822.678 2816.694 10318.174 -714.054 9835.276
125.390 8508.230 295.245 7354.545 6.000 0.153 -0.479 -0.003 -1.933 2.984 -7.345 -11.782 -17.188 -21.424 23.319 17.773 24.765 19.470 45.024 51.942 -0.099 -0.787 -0.554 -0.237 -0.347 -0.016 -0.019 0.773 0.876 42.144 1.082 0.014 0.014 5.369 3.834 12.031 9.895 295.354 295.012 297.672 297.686 0.004 0.004 0.001 0.001 6241.715 5153.167 8239.035 7148.523 -0.277 100.001 708.122 1120.848 1084.350 1.285 0.000 5.552 -6.088 -2.798 -3.197 -2.796 -3.202 -0.186 0.503 0.156 -0.162 3.848 -0.047 -0.043 3.126 3.027 0.655 1.792 2.812 0.163 -4491.695 -5021.710 199.470 535.288 1258.249 5368.950 -6339.989 -6718.999 800.566 1050.717 2086.187 3834.002 -9196.278 -16097.521 3762.698 7667.704 -343.624 12031.158 -9338.582 -18800.330 2831.468 10289.578 -708.214 9895.229
125.479 8515.494 295.714 7365.853 6.000 0.152 -0.440 -0.002 -1.766 2.704 -7.512 -11.591 -17.289 -21.181 23.110 18.011 24.639 19.774 44.991 51.829 -0.063 -0.751 -0.521 -0.205 -0.319 -0.016 -0.018 0.775 0.868 42.141 1.082 0.014 0.014 5.319 3.915 11.973 10.016 295.809 295.499 298.135 298.148 -0.001 0.000 0.004 0.005 6205.688 5209.062 8205.490 7206.384 -0.254 100.000 707.593 1118.807 1084.767 1.299 0.000 5.570 -6.021 -2.814 -3.181 -2.815 -3.188 -0.199 0.489 0.156 -0.161 3.847 -0.047 -0.043 3.120 3.028 0.543 1.712 2.683 0.048 -4586.595 -5114.081 221.260 559.294 1306.601 5319.402 -6295.347 -6684.385 775.160 1034.776 2071.578 3914.718 -9223.847 -16255.262 3719.256 7809.446 -360.107 11972.777 -9357.424 -18739.467 2863.039 10219.616 -694.787 10015.965
125.523 8519.129 295.947 7371.483 6.000 0.151 -0.425 -0.002 -1.770 2.622 -7.588 -11.503 -17.330 -21.069 23.015 18.121 24.588 19.914 44.975 51.773 -0.051 -0.740 -0.506 -0.190 -0.305 -0.016 -0.018 0.774 0.865 42.140 1.082 0.014 0.014 5.302 3.947 11.954 10.065 296.038 295.737 298.366 298.378 -0.003 -0.001 0.004 0.007 6192.910 5231.782 8193.611 7230.350 -0.244 99.995 707.326 1117.400 1085.349 1.306 0.000 5.579 -5.988 -2.822 -3.173 -2.823 -3.182 -0.199 0.489 0.156 -0.161 3.846 -0.047 -0.042 3.116 3.030 0.508 1.687 2.625 -0.005 -4615.835 -5142.728 228.011 567.315 1321.875 5302.149 -6285.915 -6677.851 767.067 1029.526 2068.969 3947.339 -9241.312 -16332.452 3698.675 7876.954 -366.229 11954.031 -9361.877 -18706.082 2878.427 10183.737 -689.120 10065.210
125.568 8522.839 296.185 7377.209 6.000 0.151 -0.406 -0.002 -1.625 2.517 -7.657 -11.423 -17.366 -20.961 22.929 18.221 24.543 20.048 44.959 51.716 -0.030 -0.718 -0.493 -0.177 -0.294 -0.016 -0.018 0.775 0.861 42.138 1.082 0.014 0.014 5.283 3.982 11.931 10.119 296.269 295.981 298.601 298.612 0.003 0.003 0.001 0.001 6178.806 5255.868 8180.272 7256.062 -0.235 100.001 707.145 1116.337 1085.858 1.313 0.000 5.588 -5.954 -2.828 -3.167 -2.832 -3.176 -0.211 0.477 0.156 -0.161 3.846 -0.046 -0.043 3.113 3.031 0.443 1.636 2.573 -0.052 -4676.668 -5202.334 241.373 581.484 1351.101 5283.056 -6248.511 -6645.891 751.813 1019.292 2055.486 3981.972 -9253.020 -16396.502 3680.516 7934.552 -372.362 11930.945 -9371.864 -18685.670 2892.337 10157.187 -683.741 10119.434
